Trash.json
Trash.Crafting.Bobby_Pin_Pacage,Uncommon,Uncommon,Rare
Trash.Crafting.Bolts,Uncommon,Uncommon,Abundant
Trash.Crafting.Cigarettes,Uncommon,Uncommon,Rare
Trash.Crafting.Diary,Uncommon,Uncommon,Rare
Trash.Crafting.Duct_Tape,Uncommon,Uncommon,Rare
Trash.Crafting.Fabric.EmptyBag,Uncommon,Uncommon,Common,Rare
Trash.Crafting.Fabric.Rag_Stripes,Uncommon,Uncommon,Common,Uncommon
Trash.Crafting.Fabric.Rags,Uncommon,Uncommon,Common,Rare
Trash.Crafting.Lighter,Uncommon,Uncommon,Rare
Trash.Crafting.Locks.Padlock,Uncommon,Uncommon,Rare,Common
Trash.Crafting.Magnifying_Glass1,Uncommon,Uncommon,VeryRare
Trash.Crafting.Matches,Uncommon,Uncommon,Rare
Trash.Crafting.Nails,Uncommon,Uncommon,Uncommon
Trash.Crafting.Needle,Uncommon,Uncommon,VeryRare
Trash.Crafting.Paper,Uncommon,Uncommon,Uncommon
Trash.Crafting.Pen,Uncommon,Uncommon,Rare
Trash.Crafting.Rubber_band,Uncommon,Uncommon,Abundant
Trash.Crafting.Rubber_sheet,Uncommon,Uncommon,Uncommon
Trash.Crafting.Scrap.Metal_Scrap_01,Uncommon,Uncommon,Common,Common
Trash.Other.CD_Player,Uncommon,Rare,Rare
Trash.Other.Flares.FlareItem,Uncommon,Rare,VeryRare,Rare
Trash.Other.FoodAndDrink.Drink.Alcoholic.Absinthe,Uncommon,Rare,Rare,Rare,ExtremelyRare,ExtremelyRare
Trash.Other.FoodAndDrink.Drink.Alcoholic.Beers.Beer,Uncommon,Rare,Rare,Rare,ExtremelyRare,Uncommon,Rare
Trash.Other.FoodAndDrink.Drink.Alcoholic.Hip_Flask,Uncommon,Rare,Rare,Rare,ExtremelyRare,VeryRare
Trash.Other.FoodAndDrink.Drink.Alcoholic.Isopropyl_alcohol,Uncommon,Rare,Rare,Rare,ExtremelyRare,ExtremelyRare
Trash.Other.FoodAndDrink.Drink.Alcoholic.Kicmovaca,Uncommon,Rare,Rare,Rare,ExtremelyRare,ExtremelyRare
Trash.Other.FoodAndDrink.Drink.Alcoholic.Tequila,Uncommon,Rare,Rare,Rare,ExtremelyRare,Rare
Trash.Other.FoodAndDrink.Drink.Alcoholic.Vodka,Uncommon,Rare,Rare,Rare,ExtremelyRare,Rare
Trash.Other.FoodAndDrink.Drink.Alcoholic.Whiskey,Uncommon,Rare,Rare,Rare,ExtremelyRare,Rare
Trash.Other.FoodAndDrink.Drink.NonAlcoholic.Cream,Uncommon,Rare,Rare,Rare,Rare,VeryRare
Trash.Other.FoodAndDrink.Drink.NonAlcoholic.Juice.GlassBottle01,Uncommon,Rare,Rare,Rare,Rare,VeryRare,Rare
Trash.Other.FoodAndDrink.Drink.NonAlcoholic.Milk,Uncommon,Rare,Rare,Rare,Rare,VeryRare
