Insects.json
Insects.Coastal.Dirt.Cricket,Uncommon,Rare,VeryRare,VeryRare
Insects.Coastal.Dirt.Earthworm,Uncommon,Rare,VeryRare,Uncommon
Insects.Coastal.Dirt.Grasshopper,Uncommon,Rare,VeryRare,Rare
Insects.Coastal.Dirt.Larve,Uncommon,Rare,VeryRare,Uncommon
Insects.Coastal.Foliage.Cricket,Uncommon,Rare,VeryRare,Rare
Insects.Coastal.Foliage.Grasshopper,Uncommon,Rare,VeryRare,Uncommon
Insects.Coastal.Trees.Cricket,Uncommon,Rare,Rare,Uncommon
Insects.Coastal.Trees.Grasshopper,Uncommon,Rare,Rare,VeryRare
Insects.Coastal.Trees.Larve,Uncommon,Rare,Rare,Rare
Insects.Continental.Dirt.Earthworm,Uncommon,Uncommon,Rare,Uncommon
Insects.Continental.Dirt.Grasshopper,Uncommon,Uncommon,Rare,Rare
Insects.Continental.Dirt.Larve,Uncommon,Uncommon,Rare,VeryRare
Insects.Continental.Foliage.Grasshopper,Uncommon,Uncommon,VeryRare,Rare
Insects.Continental.Trees.Grasshopper,Uncommon,Uncommon,Rare,VeryRare
Insects.Continental.Trees.Larve,Uncommon,Uncommon,Rare,Uncommon
