FoodStore.json
FoodStore.Drinks.Alcoholic.Absinthe,Uncommon,Rare,VeryRare,ExtremelyRare
FoodStore.Drinks.Alcoholic.Beers.Beer,Uncommon,Rare,VeryRare,Uncommon,Rare
FoodStore.Drinks.Alcoholic.Coctails.Scum_Sunrise,Uncommon,Rare,VeryRare,VeryRare,VeryRare
FoodStore.Drinks.Alcoholic.Hip_Flask,Uncommon,Rare,VeryRare,VeryRare
FoodStore.Drinks.Alcoholic.Isopropyl_alcohol,Uncommon,Rare,VeryRare,ExtremelyRare
FoodStore.Drinks.Alcoholic.Kicmovaca,Uncommon,Rare,VeryRare,VeryRare
FoodStore.Drinks.Alcoholic.Tequila,Uncommon,Rare,VeryRare,Rare
FoodStore.Drinks.Alcoholic.Vodka,Uncommon,Rare,VeryRare,Rare
FoodStore.Drinks.Alcoholic.Whiskey,Uncommon,Rare,VeryRare,Rare
FoodStore.Drinks.Alcoholic.Wine,Uncommon,Rare,VeryRare,Rare
FoodStore.Drinks.NonAlcoholic.Cream,Uncommon,Rare,Rare,VeryRare
FoodStore.Drinks.NonAlcoholic.Energy_Drink_Red_Ghoul,Uncommon,Rare,Rare,Rare
FoodStore.Drinks.NonAlcoholic.Juice.GlassBottle01,Uncommon,Rare,Rare,Rare,Rare
FoodStore.Drinks.NonAlcoholic.Milk,Uncommon,Rare,Rare,VeryRare
FoodStore.Drinks.NonAlcoholic.Soda.Can01,Uncommon,Rare,Rare,Rare,ExtremelyRare
FoodStore.Drinks.NonAlcoholic.Soda.PETBottle01,Uncommon,Rare,Rare,Rare,VeryRare
FoodStore.Drinks.NonAlcoholic.Tea_Pack,Uncommon,Rare,Rare,Uncommon
FoodStore.Drinks.NonAlcoholic.Water_05l,Uncommon,Rare,Rare,Uncommon
FoodStore.Food.Animal.Egg,Uncommon,Uncommon,ExtremelyRare,ExtremelyRare
FoodStore.Food.Cans.BabyFood,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.BakedBeans,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.BeefRavioli,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.BeefStew,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.BlackOlives,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.Canned_Corn,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.Canned_Tuna,Uncommon,Uncommon,VeryRare,Uncommon
FoodStore.Food.Cans.CannedCatFood,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.CannedDogFood,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.CannedFruitCoctail,Uncommon,Uncommon,VeryRare,VeryRare
FoodStore.Food.Cans.CannedGoulash,Uncommon,Uncommon,VeryRare,VeryRare
FoodStore.Food.Cans.CannedPeach,Uncommon,Uncommon,VeryRare,VeryRare
FoodStore.Food.Cans.CannedPear,Uncommon,Uncommon,VeryRare,VeryRare
FoodStore.Food.Cans.CannedPeas,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.CannedSardine,Uncommon,Uncommon,VeryRare,Uncommon
FoodStore.Food.Cans.CannedSeafoodMix,Uncommon,Uncommon,VeryRare,Uncommon
FoodStore.Food.Cans.CannedSpaghetti,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.Chow_Mein,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.GuavaHalves,Uncommon,Uncommon,VeryRare,Uncommon
FoodStore.Food.Cans.MRE_Cheeseburger,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.Spon,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.TomatoPelate,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Cans.TomatoSouce,Uncommon,Uncommon,VeryRare,Rare
FoodStore.Food.Condiments.Cocoa_Powder,Uncommon,Uncommon,Uncommon,Uncommon
FoodStore.Food.Condiments.Ketchup,Uncommon,Uncommon,Uncommon,Uncommon
FoodStore.Food.Condiments.Mayonnaise,Uncommon,Uncommon,Uncommon,Uncommon
FoodStore.Food.Condiments.Mustard,Uncommon,Uncommon,Uncommon,Uncommon
FoodStore.Food.Condiments.Raisins,Uncommon,Uncommon,Uncommon,Uncommon
FoodStore.Food.CookingIngredients.BakingSoda,Uncommon,Uncommon,Common,Uncommon
FoodStore.Food.CookingIngredients.BlackPepper,Uncommon,Uncommon,Common,Uncommon
FoodStore.Food.CookingIngredients.Coffee,Uncommon,Uncommon,Common,Uncommon
FoodStore.Food.CookingIngredients.Icing_Sugar,Uncommon,Uncommon,Common,Uncommon
FoodStore.Food.CookingIngredients.Rice,Uncommon,Uncommon,Common,Uncommon
FoodStore.Food.CookingIngredients.SeaSalt_01,Uncommon,Uncommon,Common,Uncommon
FoodStore.Food.CookingIngredients.SeaSalt_02,Uncommon,Uncommon,Common,Rare
FoodStore.Food.CookingIngredients.SoySauce,Uncommon,Uncommon,Common,Rare
FoodStore.Food.CookingIngredients.SpicesMix_01,Uncommon,Uncommon,Common,Rare
FoodStore.Food.CookingIngredients.Sugar,Uncommon,Uncommon,Common,Rare
FoodStore.Food.CookingIngredients.VegetableOil,Uncommon,Uncommon,Common,Uncommon
FoodStore.Food.CookingIngredients.Vinegar,Uncommon,Uncommon,Common,Rare
FoodStore.Food.CookingIngredients.WhiteFlour,Uncommon,Uncommon,Common,Uncommon
FoodStore.Food.CookingIngredients.Yeast,Uncommon,Uncommon,Common,Uncommon
