CarWreck.json
CarWreck.Clothes.Hands.DrivingGloves.Driving_Gloves_01_01,Uncommon,Rare,Rare,Rare,Rare
CarWreck.Clothes.Hands.Medical_Glove_01,Uncommon,Rare,Rare,VeryRare
CarWreck.Clothes.Hands.Wool_Gloves_01_01,Uncommon,Rare,Rare,Rare
CarWreck.Clothes.Head.Beanies.Beenie_01,Uncommon,Rare,Uncommon,Uncommon,Common
CarWreck.Clothes.Head.Beanies.Military_Beanie_01,Uncommon,Rare,Uncommon,Uncommon,Rare
CarWreck.Clothes.Head.Beanies.Military_Beanie_04,Uncommon,Rare,Uncommon,Uncommon,Rare
CarWreck.Clothes.Head.Beanies.Military_Beanie_05,Uncommon,Rare,Uncommon,Uncommon,Rare
CarWreck.Clothes.Head.Beanies.RK_Beanie_01,Uncommon,Rare,Uncommon,Uncommon,ExtremelyRare
CarWreck.Clothes.Head.Caps.Baseball_Cap_13,Uncommon,Rare,Uncommon,Uncommon,VeryRare
CarWreck.Clothes.Head.Caps.Baseball_Cap_01,Uncommon,Rare,Uncommon,Uncommon,Rare
CarWreck.Clothes.Head.GasMasks.Gas_Mask_01,Uncommon,Rare,Uncommon,ExtremelyRare,Uncommon
CarWreck.Clothes.Head.GasMasks.Gas_Mask_02,Uncommon,Rare,Uncommon,ExtremelyRare,Uncommon
CarWreck.Clothes.Head.GasMasks.Gas_Mask_03,Uncommon,Rare,Uncommon,ExtremelyRare,ExtremelyRare
CarWreck.Clothes.Head.GasMasks.Gas_Mask_04,Uncommon,Rare,Uncommon,ExtremelyRare,Uncommon
CarWreck.Clothes.Head.Goggles.Geek_Goggels,Uncommon,Rare,Uncommon,Rare,Rare
CarWreck.Clothes.Head.Goggles.Pilot_Glasses,Uncommon,Rare,Uncommon,Rare,Rare
CarWreck.Clothes.Head.Goggles.Round_Sunglasses,Uncommon,Rare,Uncommon,Rare,Rare
CarWreck.Clothes.Head.Goggles.Safety_Goggles,Uncommon,Rare,Uncommon,Rare,Rare
CarWreck.Clothes.Head.Hats.Boonie_Hat_01,Uncommon,Rare,Uncommon,Rare,Rare
CarWreck.Clothes.Head.Masks.Halloween_Anonymous_Mask_01,Uncommon,Rare,Uncommon,VeryRare,Uncommon
CarWreck.Clothes.Legs.ConstructionPants.Construction_Pants_01,Uncommon,Rare,VeryRare,VeryRare,VeryRare
CarWreck.Clothes.Legs.ShortPants.Shorts_Pants_01_01,Uncommon,Rare,VeryRare,Rare,Rare
CarWreck.Clothes.Legs.WorkPants.Jeans_01_01,Uncommon,Rare,VeryRare,Rare,Rare
CarWreck.Clothes.Legs.WorkPants.Jeans_02_01_V2,Uncommon,Rare,VeryRare,Rare,Rare
CarWreck.Clothes.Torso.Jackets.Trucker_Jacket_01,Uncommon,Rare,VeryRare,VeryRare,Rare
CarWreck.Clothes.Torso.Jackets.Work_Jacket_01,Uncommon,Rare,VeryRare,VeryRare,VeryRare
CarWreck.Clothes.Torso.Shirts.Jersey_01,Uncommon,Rare,VeryRare,Rare,Rare
CarWreck.Clothes.Torso.Shirts.Shirt_01,Uncommon,Rare,VeryRare,Rare,Uncommon
CarWreck.Clothes.Torso.Vests.Hoodie_01,Uncommon,Rare,VeryRare,ExtremelyRare,Rare
CarWreck.Clothes.Torso.Vests.RK_Hoodie_01,Uncommon,Rare,VeryRare,ExtremelyRare,VeryRare
CarWreck.Crafting.Batteries,Uncommon,Abundant,VeryRare
CarWreck.Crafting.Bobby_Pin_Pacage,Uncommon,Abundant,Uncommon
CarWreck.Crafting.Bolts,Uncommon,Abundant,Common
CarWreck.Crafting.BoomBox_01,Uncommon,Abundant,VeryRare
CarWreck.Crafting.Cigarettes,Uncommon,Abundant,Rare
CarWreck.Crafting.Diary,Uncommon,Abundant,VeryRare
CarWreck.Crafting.Duct_Tape,Uncommon,Abundant,Rare
CarWreck.Crafting.Fabric.EmptyBag,Uncommon,Abundant,VeryRare,Rare
CarWreck.Crafting.Fabric.Rag_Stripes,Uncommon,Abundant,VeryRare,Uncommon
CarWreck.Crafting.Fabric.Rags,Uncommon,Abundant,VeryRare,Rare
CarWreck.Crafting.Fluids.Break_Oil,Uncommon,Abundant,Rare,Common
CarWreck.Crafting.Fluids.Isopropyl_alcohol,Uncommon,Abundant,Rare,VeryRare
CarWreck.Crafting.Glue,Uncommon,Abundant,VeryRare
CarWreck.Crafting.Gun_Powder,Uncommon,Abundant,Uncommon
CarWreck.Crafting.Lead_Plate,Uncommon,Abundant,Uncommon
CarWreck.Crafting.Lighter,Uncommon,Abundant,Rare
CarWreck.Crafting.Magnifying_Glass,Uncommon,Abundant,VeryRare
CarWreck.Crafting.Matches,Uncommon,Abundant,Rare
CarWreck.Crafting.Mobile_Phone,Uncommon,Abundant,Rare
CarWreck.Crafting.Nails,Uncommon,Abundant,Common
CarWreck.Crafting.Needle,Uncommon,Abundant,VeryRare
CarWreck.Crafting.Oil_Filter,Uncommon,Abundant,Uncommon
CarWreck.Crafting.Padlock,Uncommon,Abundant,Uncommon
CarWreck.Crafting.Paper,Uncommon,Abundant,VeryRare
CarWreck.Crafting.Parking_Sensor,Uncommon,Abundant,Common
CarWreck.Crafting.Pen,Uncommon,Abundant,VeryRare
CarWreck.Crafting.Radio,Uncommon,Abundant,VeryRare
CarWreck.Crafting.Rubber_band,Uncommon,Abundant,Uncommon
CarWreck.Crafting.Rubber_sheet,Uncommon,Abundant,Uncommon
CarWreck.Crafting.Safety_pin,Uncommon,Abundant,Uncommon
CarWreck.Crafting.Scrap.Metal_Scrap_01,Uncommon,Abundant,Common,Common
CarWreck.Crafting.Smartphone_Battery,Uncommon,Abundant,Rare
CarWreck.Fishing.Baits.PremiumBoiliesPack,Uncommon,Rare,Rare,Uncommon
CarWreck.Fishing.Floater.FishingFloater,Uncommon,Rare,Rare,Uncommon
CarWreck.Fishing.Floater.FishingFloater1,Uncommon,Rare,Rare,Uncommon
CarWreck.Fishing.Floater.FishingFloaterPack1,Uncommon,Rare,Rare,VeryRare
CarWreck.Fishing.Floater.FishingFloaterPack2,Uncommon,Rare,Rare,VeryRare
CarWreck.Fishing.Hooks.FishingHookPack1,Uncommon,Rare,Rare,Common
CarWreck.Fishing.Hooks.FishingHookPack2,Uncommon,Rare,Rare,Uncommon
CarWreck.Fishing.Hooks.FishingHookPack3,Uncommon,Rare,Rare,Rare
CarWreck.Fishing.Hooks.FishingHookPack4,Uncommon,Rare,Rare,VeryRare
CarWreck.Fishing.Nylon.FishingLine_1,Uncommon,Rare,Uncommon,Uncommon
CarWreck.Fishing.Nylon.FishingLine_2,Uncommon,Rare,Uncommon,Rare
CarWreck.Fishing.Nylon.FishingLine_3,Uncommon,Rare,Uncommon,VeryRare
CarWreck.Fishing.Nylon.FishingLine_4,Uncommon,Rare,Uncommon,ExtremelyRare
CarWreck.Fishing.Reels.FishingReel,Uncommon,Rare,VeryRare,Rare
CarWreck.Fishing.Reels.FishingReelPro,Uncommon,Rare,VeryRare,VeryRare
CarWreck.Fishing.Rods.FishingRod,Uncommon,Rare,VeryRare,Rare
CarWreck.LightsFire.Candle_01,Uncommon,Rare,Uncommon
CarWreck.LightsFire.Flint_And_Steel,Uncommon,Rare,Rare
CarWreck.LightsFire.GasLantern,Uncommon,Rare,VeryRare
CarWreck.LightsFire.Lighter,Uncommon,Rare,Rare
CarWreck.LightsFire.Matches,Uncommon,Rare,Uncommon
CarWreck.LightsFire.PortableWorkLight,Uncommon,Rare,VeryRare
CarWreck.Other.ammo.12Gauge.BigStash.12_Gauge_Birdshot,Uncommon,ExtremelyRare,VeryRare,Common,Rare,ExtremelyRare
CarWreck.Other.ammo.12Gauge.BigStash.12_Gauge_Buckshot,Uncommon,ExtremelyRare,VeryRare,Common,Rare,Rare
CarWreck.Other.ammo.12Gauge.BigStash.12_Gauge_Slug,Uncommon,ExtremelyRare,VeryRare,Common,Rare,VeryRare
CarWreck.Other.ammo.12Gauge.Boxed.12_Gauge_Birdshot_Ammobox,Uncommon,ExtremelyRare,VeryRare,Common,VeryRare,ExtremelyRare
CarWreck.Other.ammo.12Gauge.Boxed.12_Gauge_Buckshot_Ammobox,Uncommon,ExtremelyRare,VeryRare,Common,VeryRare,Rare
CarWreck.Other.ammo.12Gauge.Boxed.12_Gauge_Slug_Ammobox,Uncommon,ExtremelyRare,VeryRare,Common,VeryRare,VeryRare
CarWreck.Other.ammo.12Gauge.SmallStash.12_Gauge_Birdshot,Uncommon,ExtremelyRare,VeryRare,Common,Common,ExtremelyRare
CarWreck.Other.ammo.12Gauge.SmallStash.12_Gauge_Buckshot,Uncommon,ExtremelyRare,VeryRare,Common,Common,Rare
CarWreck.Other.ammo.12Gauge.SmallStash.12_Gauge_Slug,Uncommon,ExtremelyRare,VeryRare,Common,Common,VeryRare
CarWreck.Other.ammo.AP.BigStash.Cal_30-06_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Rare
CarWreck.Other.ammo.AP.BigStash.Cal_308_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Rare
CarWreck.Other.ammo.AP.BigStash.Cal_338_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Rare
CarWreck.Other.ammo.AP.BigStash.Cal_357_Viper_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Uncommon
CarWreck.Other.ammo.AP.BigStash.Cal_38_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Uncommon
CarWreck.Other.ammo.AP.BigStash.Cal_44_Viper_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Rare
CarWreck.Other.ammo.AP.BigStash.Cal_45_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Common
CarWreck.Other.ammo.AP.BigStash.Cal_50_AE_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,VeryRare
CarWreck.Other.ammo.AP.BigStash.Cal_5_45x39mm_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Uncommon
CarWreck.Other.ammo.AP.BigStash.Cal_5_56x45mm_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Rare
CarWreck.Other.ammo.AP.BigStash.Cal_7_62x39mm_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Rare
CarWreck.Other.ammo.AP.BigStash.Cal_7_62x54mmR_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,VeryRare
CarWreck.Other.ammo.AP.BigStash.Cal_7_92x57mm_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,VeryRare
CarWreck.Other.ammo.AP.BigStash.Cal_9mm_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Common
CarWreck.Other.ammo.AP.BigStash.Cal_9x39mm_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Uncommon,Uncommon
CarWreck.Other.ammo.AP.Boxed.Cal_30-06_Ammobox_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Rare
CarWreck.Other.ammo.AP.Boxed.Cal_308_Ammobox_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Rare
CarWreck.Other.ammo.AP.Boxed.Cal_338_Ammobox_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Rare
CarWreck.Other.ammo.AP.Boxed.Cal_357_Ammobox_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Uncommon
CarWreck.Other.ammo.AP.Boxed.Cal_38_Ammobox_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Uncommon
CarWreck.Other.ammo.AP.Boxed.Cal_44_Viper_Ammobox_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Rare
CarWreck.Other.ammo.AP.Boxed.Cal_45_AP_Ammobox,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Common
CarWreck.Other.ammo.AP.Boxed.Cal_50_AE_AP_Ammobox,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,VeryRare
CarWreck.Other.ammo.AP.Boxed.Cal_5_45x39mm_AP_Ammobox,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Uncommon
CarWreck.Other.ammo.AP.Boxed.Cal_5_56x45mm_AP_Ammobox,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Rare
CarWreck.Other.ammo.AP.Boxed.Cal_7_62x39mm_AP_Ammobox,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Rare
CarWreck.Other.ammo.AP.Boxed.Cal_7_62x54mmR_AP_Ammobox,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,VeryRare
CarWreck.Other.ammo.AP.Boxed.Cal_7_92x57mm_AP_Ammobox,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,VeryRare
CarWreck.Other.ammo.AP.Boxed.Cal_9mm_AP_Ammobox,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Common
CarWreck.Other.ammo.AP.Boxed.Cal_9x39mm_AP_Ammobox,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Rare,Uncommon
CarWreck.Other.ammo.AP.SmallStash.Cal_30-06_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,Rare
CarWreck.Other.ammo.AP.SmallStash.Cal_308_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,Rare
CarWreck.Other.ammo.AP.SmallStash.Cal_338_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,Rare
CarWreck.Other.ammo.AP.SmallStash.Cal_357_Viper_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,Uncommon
CarWreck.Other.ammo.AP.SmallStash.Cal_38_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,Uncommon
CarWreck.Other.ammo.AP.SmallStash.Cal_44_Viper_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,Uncommon
CarWreck.Other.ammo.AP.SmallStash.Cal_45_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,Common
CarWreck.Other.ammo.AP.SmallStash.Cal_50_AE_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,VeryRare
CarWreck.Other.ammo.AP.SmallStash.Cal_5_45x39mm_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,Uncommon
CarWreck.Other.ammo.AP.SmallStash.Cal_5_56x45mm_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,Rare
CarWreck.Other.ammo.AP.SmallStash.Cal_7_62x39mm_AP,Uncommon,ExtremelyRare,VeryRare,ExtremelyRare,Common,Rare
