Hospital.json
Hospital.Clothes.Feet.Shoes.Sneakers_02_01,Uncommon,Uncommon,Uncommon,VeryRare,Uncommon
Hospital.Clothes.Feet.Slippers.Slippers_01,Uncommon,Uncommon,Uncommon,Common,Rare
Hospital.Clothes.Feet.Slippers.Slippers_03,Uncommon,Uncommon,Uncommon,Common,Rare
Hospital.Clothes.Feet.Socks.Sock_01,Uncommon,Uncommon,Uncommon,Uncommon,Rare
Hospital.Clothes.Hands.WoolGloves.Wool_Gloves_01_01,Uncommon,Uncommon,VeryRare,VeryRare,Rare
Hospital.Clothes.Head.Caps.Baseball_Cap_01,Uncommon,Uncommon,VeryRare,Rare,Rare
Hospital.Clothes.Head.Hats.Beenie_01,Uncommon,Uncommon,VeryRare,Rare,Rare
Hospital.Clothes.Head.Hats.Boonie_Hat_01,Uncommon,Uncommon,VeryRare,Rare,Rare
Hospital.Clothes.Legs.Pants.Hospital_Pants,Uncommon,Uncommon,Abundant,Abundant,Abundant
Hospital.Clothes.Legs.Pants.Pajama_Pants,Uncommon,Uncommon,Abundant,Abundant,Abundant
Hospital.Clothes.Legs.SweatPants.Tracksuit_Pants_01_01,Uncommon,Uncommon,Abundant,VeryRare,Rare
Hospital.Clothes.Legs.Underwear.PenisWarmer_01,Uncommon,Uncommon,Abundant,Uncommon,VeryRare
Hospital.Clothes.Legs.Underwear.Underpants_01,Uncommon,Uncommon,Abundant,Uncommon,Rare
Hospital.Clothes.Legs.WorkPants.Working_pants_01_01,Uncommon,Uncommon,Abundant,ExtremelyRare,VeryRare
Hospital.Clothes.Torso.Hoodies.Hoodie_01,Uncommon,Uncommon,Abundant,VeryRare,Rare
Hospital.Clothes.Torso.Raincoats.Raincoat_01,Uncommon,Uncommon,Abundant,ExtremelyRare,VeryRare
Hospital.Clothes.Torso.Shirts.Hospital_Shirt_01,Uncommon,Uncommon,Abundant,Uncommon,Abundant
Hospital.Clothes.Torso.Shirts.Pajama_Shirt_01,Uncommon,Uncommon,Abundant,Uncommon,Abundant
Hospital.Clothes.Torso.Shirts.Shirt_01,Uncommon,Uncommon,Abundant,Uncommon,VeryRare
Hospital.Clothes.Torso.Tracksuits.Tracksuit_Top_01,Uncommon,Uncommon,Abundant,VeryRare,Rare
Hospital.Clothes.Torso.WorkJackets.Work_Jacket_01,Uncommon,Uncommon,Abundant,ExtremelyRare,VeryRare
Hospital.Items.1H_Scalpel,Uncommon,Common,Rare
Hospital.Items.Batteries,Uncommon,Common,Rare
Hospital.Items.Bobby_pin,Uncommon,Common,Uncommon
Hospital.Items.Crutch,Uncommon,Common,VeryRare
Hospital.Items.Disposable_Mask,Uncommon,Common,Uncommon
Hospital.Items.Fabric.EmptyBag,Uncommon,Common,Uncommon,Rare
Hospital.Items.Fabric.Rag_Stripes,Uncommon,Common,Uncommon,Rare
Hospital.Items.Fabric.Rags,Uncommon,Common,Uncommon,Rare
Hospital.Items.FirstAid.Antibiotics.Antibiotics_01,Uncommon,Common,Abundant,Rare,Rare
Hospital.Items.FirstAid.Antibiotics.Antibiotics_02,Uncommon,Common,Abundant,Rare,VeryRare
Hospital.Items.FirstAid.Antibiotics.Antibiotics_03,Uncommon,Common,Abundant,Rare,ExtremelyRare
Hospital.Items.FirstAid.Bandages.Emergency_bandage,Uncommon,Common,Abundant,Rare,Rare
