Police.json
Police.ammo.12Gauge.BigStash.12_Gauge_Birdshot,Uncommon,Uncommon,Common,Uncommon,ExtremelyRare
Police.ammo.12Gauge.BigStash.12_Gauge_Buckshot,Uncommon,Uncommon,Common,Uncommon,Rare
Police.ammo.12Gauge.BigStash.12_Gauge_Slug,Uncommon,Uncommon,Common,Uncommon,VeryRare
Police.ammo.12Gauge.Boxed.12_Gauge_Birdshot_Ammobox,Uncommon,Uncommon,Common,Rare,ExtremelyRare
Police.ammo.12Gauge.Boxed.12_Gauge_Buckshot_Ammobox,Uncommon,Uncommon,Common,Rare,Rare
Police.ammo.12Gauge.Boxed.12_Gauge_Slug_Ammobox,Uncommon,Uncommon,Common,Rare,VeryRare
Police.ammo.12Gauge.SmallStash.12_Gauge_Birdshot,Uncommon,Uncommon,Common,Common,ExtremelyRare
Police.ammo.12Gauge.SmallStash.12_Gauge_Buckshot,Uncommon,Uncommon,Common,Common,Rare
Police.ammo.12Gauge.SmallStash.12_Gauge_Slug,Uncommon,Uncommon,Common,Common,VeryRare
Police.ammo.AP.BigStash.Cal_357_Viper_AP,Uncommon,Uncommon,VeryRare,Uncommon,Uncommon
Police.ammo.AP.BigStash.Cal_38_AP,Uncommon,Uncommon,VeryRare,Uncommon,Uncommon
Police.ammo.AP.BigStash.Cal_44_Viper_AP,Uncommon,Uncommon,VeryRare,Uncommon,Uncommon
Police.ammo.AP.BigStash.Cal_45_AP,Uncommon,Uncommon,VeryRare,Uncommon,Common
Police.ammo.AP.BigStash.Cal_50_AE_AP,Uncommon,Uncommon,VeryRare,Uncommon,VeryRare
Police.ammo.AP.BigStash.Cal_5_45x39mm_AP,Uncommon,Uncommon,VeryRare,Uncommon,Uncommon
Police.ammo.AP.BigStash.Cal_5_56x45mm_AP,Uncommon,Uncommon,VeryRare,Uncommon,Rare
Police.ammo.AP.BigStash.Cal_7_62x39mm_AP,Uncommon,Uncommon,VeryRare,Uncommon,Rare
Police.ammo.AP.BigStash.Cal_9mm_AP,Uncommon,Uncommon,VeryRare,Uncommon,Common
Police.ammo.AP.BigStash.Cal_9x39mm_AP,Uncommon,Uncommon,VeryRare,Uncommon,Uncommon
Police.ammo.AP.Boxed.Cal_357_Ammobox_AP,Uncommon,Uncommon,VeryRare,Rare,Uncommon
Police.ammo.AP.Boxed.Cal_38_Ammobox_AP,Uncommon,Uncommon,VeryRare,Rare,Uncommon
Police.ammo.AP.Boxed.Cal_44_Viper_Ammobox_AP,Uncommon,Uncommon,VeryRare,Rare,Uncommon
Police.ammo.AP.Boxed.Cal_45_AP_Ammobox,Uncommon,Uncommon,VeryRare,Rare,Common
Police.ammo.AP.Boxed.Cal_50_AE_AP_Ammobox,Uncommon,Uncommon,VeryRare,Rare,VeryRare
Police.ammo.AP.Boxed.Cal_5_45x39mm_AP_Ammobox,Uncommon,Uncommon,VeryRare,Rare,Uncommon
Police.ammo.AP.Boxed.Cal_5_56x45mm_AP_Ammobox,Uncommon,Uncommon,VeryRare,Rare,Rare
Police.ammo.AP.Boxed.Cal_7_62x39mm_AP_Ammobox,Uncommon,Uncommon,VeryRare,Rare,Rare
Police.ammo.AP.Boxed.Cal_9mm_AP_Ammobox,Uncommon,Uncommon,VeryRare,Rare,Common
Police.ammo.AP.Boxed.Cal_9x39mm_AP_Ammobox,Uncommon,Uncommon,VeryRare,Rare,Uncommon
Police.ammo.AP.SmallStash.Cal_357_Viper_AP,Uncommon,Uncommon,VeryRare,Common,Uncommon
Police.ammo.AP.SmallStash.Cal_38_AP,Uncommon,Uncommon,VeryRare,Common,Uncommon
Police.ammo.AP.SmallStash.Cal_44_Viper_AP,Uncommon,Uncommon,VeryRare,Common,Uncommon
Police.ammo.AP.SmallStash.Cal_45_AP,Uncommon,Uncommon,VeryRare,Common,Common
Police.ammo.AP.SmallStash.Cal_50_AE_AP,Uncommon,Uncommon,VeryRare,Common,VeryRare
Police.ammo.AP.SmallStash.Cal_5_45x39mm_AP,Uncommon,Uncommon,VeryRare,Common,Uncommon
Police.ammo.AP.SmallStash.Cal_5_56x45mm_AP,Uncommon,Uncommon,VeryRare,Common,Rare
Police.ammo.AP.SmallStash.Cal_7_62x39mm_AP,Uncommon,Uncommon,VeryRare,Common,Rare
Police.ammo.AP.SmallStash.Cal_9mm_AP,Uncommon,Uncommon,VeryRare,Common,Common
Police.ammo.AP.SmallStash.Cal_9x39mm_AP,Uncommon,Uncommon,VeryRare,Common,Uncommon
Police.ammo.Regular.BigStash.Cal_22,Uncommon,Uncommon,Common,Uncommon,VeryRare
Police.ammo.Regular.BigStash.Cal_38,Uncommon,Uncommon,Common,Uncommon,Uncommon
Police.ammo.Regular.BigStash.Cal_45,Uncommon,Uncommon,Common,Uncommon,Uncommon
Police.ammo.Regular.BigStash.Cal_357_Viper,Uncommon,Uncommon,Common,Uncommon,Uncommon
Police.ammo.Regular.BigStash.Cal_44_Viper,Uncommon,Uncommon,Common,Uncommon,Uncommon
Police.ammo.Regular.BigStash.Cal_50_AE,Uncommon,Uncommon,Common,Uncommon,VeryRare
Police.ammo.Regular.BigStash.Cal_5_45x39mm,Uncommon,Uncommon,Common,Uncommon,Uncommon
