Observatory.json
Observatory.ammo.12Gauge.BigStash.12_Gauge_Birdshot,Uncommon,VeryRare,Common,Uncommon,ExtremelyRare
Observatory.ammo.12Gauge.BigStash.12_Gauge_Buckshot,Uncommon,VeryRare,Common,Uncommon,Rare
Observatory.ammo.12Gauge.BigStash.12_Gauge_Slug,Uncommon,VeryRare,Common,Uncommon,VeryRare
Observatory.ammo.12Gauge.Boxed.12_Gauge_Birdshot_Ammobox,Uncommon,VeryRare,Common,Rare,ExtremelyRare
Observatory.ammo.12Gauge.Boxed.12_Gauge_Buckshot_Ammobox,Uncommon,VeryRare,Common,Rare,Rare
Observatory.ammo.12Gauge.Boxed.12_Gauge_Slug_Ammobox,Uncommon,VeryRare,Common,Rare,VeryRare
Observatory.ammo.12Gauge.SmallStash.12_Gauge_Birdshot,Uncommon,VeryRare,Common,Common,ExtremelyRare
Observatory.ammo.12Gauge.SmallStash.12_Gauge_Buckshot,Uncommon,VeryRare,Common,Common,Rare
Observatory.ammo.12Gauge.SmallStash.12_Gauge_Slug,Uncommon,VeryRare,Common,Common,VeryRare
Observatory.ammo.AP.BigStash.Cal_30-06_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Rare
Observatory.ammo.AP.BigStash.Cal_308_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Rare
Observatory.ammo.AP.BigStash.Cal_338_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Rare
Observatory.ammo.AP.BigStash.Cal_357_Viper_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Uncommon
Observatory.ammo.AP.BigStash.Cal_38_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Uncommon
Observatory.ammo.AP.BigStash.Cal_44_Viper_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Uncommon
Observatory.ammo.AP.BigStash.Cal_45_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Common
Observatory.ammo.AP.BigStash.Cal_50_AE_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Uncommon
Observatory.ammo.AP.BigStash.Cal_5_45x39mm_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Uncommon
Observatory.ammo.AP.BigStash.Cal_5_56x45mm_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Rare
Observatory.ammo.AP.BigStash.Cal_7_62x39mm_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Rare
Observatory.ammo.AP.BigStash.Cal_7_62x54mmR_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,VeryRare
Observatory.ammo.AP.BigStash.Cal_7_92x57mm_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,VeryRare
Observatory.ammo.AP.BigStash.Cal_9mm_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Common
Observatory.ammo.AP.BigStash.Cal_9x39mm_AP,Uncommon,VeryRare,ExtremelyRare,Uncommon,Uncommon
Observatory.ammo.AP.Boxed.Cal_22_Ammobox_TR,Uncommon,VeryRare,ExtremelyRare,Rare,VeryRare
Observatory.ammo.AP.Boxed.Cal_30-06_Ammobox_AP,Uncommon,VeryRare,ExtremelyRare,Rare,Rare
Observatory.ammo.AP.Boxed.Cal_30-06_Ammobox_TR,Uncommon,VeryRare,ExtremelyRare,Rare,Rare
Observatory.ammo.AP.Boxed.Cal_308_Ammobox_AP,Uncommon,VeryRare,ExtremelyRare,Rare,Rare
