WW2.json
WW2.ammo.12Gauge.BigStash.12_Gauge_Birdshot,Uncommon,Rare,Common,Rare,ExtremelyRare
WW2.ammo.12Gauge.BigStash.12_Gauge_Buckshot,Uncommon,Rare,Common,Rare,Rare
WW2.ammo.12Gauge.BigStash.12_Gauge_Slug,Uncommon,Rare,Common,Rare,VeryRare
WW2.ammo.12Gauge.Boxed.12_Gauge_Birdshot_Ammobox,Uncommon,Rare,Common,VeryRare,ExtremelyRare
WW2.ammo.12Gauge.Boxed.12_Gauge_Buckshot_Ammobox,Uncommon,Rare,Common,VeryRare,Rare
WW2.ammo.12Gauge.Boxed.12_Gauge_Slug_Ammobox,Uncommon,Rare,Common,VeryRare,VeryRare
WW2.ammo.12Gauge.SmallStash.12_Gauge_Birdshot,Uncommon,Rare,Common,Common,ExtremelyRare
WW2.ammo.12Gauge.SmallStash.12_Gauge_Buckshot,Uncommon,Rare,Common,Common,Rare
WW2.ammo.12Gauge.SmallStash.12_Gauge_Slug,Uncommon,Rare,Common,Common,VeryRare
WW2.ammo.AP.BigStash.Cal_30-06_AP,Uncommon,Rare,VeryRare,Uncommon,Rare
WW2.ammo.AP.BigStash.Cal_45_AP,Uncommon,Rare,VeryRare,Uncommon,Common
WW2.ammo.AP.BigStash.Cal_7_62x54mmR_AP,Uncommon,Rare,VeryRare,Uncommon,VeryRare
WW2.ammo.AP.BigStash.Cal_7_92x57mm_AP,Uncommon,Rare,VeryRare,Uncommon,VeryRare
WW2.ammo.AP.Boxed.Cal_30-06_Ammobox_AP,Uncommon,Rare,VeryRare,Rare,Rare
WW2.ammo.AP.Boxed.Cal_45_AP_Ammobox,Uncommon,Rare,VeryRare,Rare,Common
WW2.ammo.AP.Boxed.Cal_7_62x54mmR_AP_Ammobox,Uncommon,Rare,VeryRare,Rare,VeryRare
WW2.ammo.AP.Boxed.Cal_7_92x57mm_AP_Ammobox,Uncommon,Rare,VeryRare,Rare,VeryRare
WW2.ammo.AP.SmallStash.Cal_30-06_AP,Uncommon,Rare,VeryRare,Common,Rare
WW2.ammo.AP.SmallStash.Cal_45_AP,Uncommon,Rare,VeryRare,Common,Uncommon
