Bathroom.json
Bathroom.Clothes.Feet.Shoes.HighTop_Shoes,Uncommon,Common,VeryRare,VeryRare,Uncommon
Bathroom.Clothes.Feet.Shoes.Sneakers_02_01,Uncommon,Common,VeryRare,VeryRare,Uncommon
Bathroom.Clothes.Feet.Slippers.Christmas_Slippers,Uncommon,Common,VeryRare,Rare,ExtremelyRare
Bathroom.Clothes.Feet.Slippers.Slippers_01,Uncommon,Common,VeryRare,Rare,Rare
Bathroom.Clothes.Feet.Slippers.Slippers_03,Uncommon,Common,VeryRare,Rare,Rare
Bathroom.Clothes.Feet.Socks.Sock_01,Uncommon,Common,VeryRare,Uncommon,Rare
Bathroom.Clothes.Feet.Socks.Socks_02,Uncommon,Common,VeryRare,Uncommon,Rare
Bathroom.Clothes.Hands.DrivingGloves.Driving_Gloves_01_01,Uncommon,Common,Rare,Common,Rare
Bathroom.Clothes.Hands.RubberGloves.Electrician_Glove_01_01,Uncommon,Common,Rare,VeryRare,Rare
Bathroom.Clothes.Hands.WoolGloves.Wool_Gloves_01_01,Uncommon,Common,Rare,Common,Rare
Bathroom.Clothes.Head.Caps.Baseball_Cap_11,Uncommon,Common,Rare,Rare,VeryRare
Bathroom.Clothes.Head.Caps.Baseball_Cap_12,Uncommon,Common,Rare,Rare,VeryRare
Bathroom.Clothes.Head.Caps.Baseball_Cap_01,Uncommon,Common,Rare,Rare,Rare
Bathroom.Clothes.Head.Hats.Beenie_01,Uncommon,Common,Rare,Rare,Rare
Bathroom.Clothes.Head.Hats.Boonie_Hat_01,Uncommon,Common,Rare,Rare,Rare
Bathroom.Clothes.Head.Other.Pirate_Hat_01,Uncommon,Common,Rare,VeryRare,VeryRare
Bathroom.Clothes.Head.Other.Pirate_Hat_Sparrow_02,Uncommon,Common,Rare,VeryRare,VeryRare
Bathroom.Clothes.Head.Other.RH_Bycoket_01,Uncommon,Common,Rare,VeryRare,VeryRare
Bathroom.Clothes.Head.Other.Santa_Hat_01,Uncommon,Common,Rare,VeryRare,VeryRare
Bathroom.Clothes.Legs.HippiePants.Hippie_Pants_01,Uncommon,Common,Common,Uncommon,Uncommon
Bathroom.Clothes.Legs.Kilts.Kilt_01,Uncommon,Common,Common,Rare,VeryRare
Bathroom.Clothes.Legs.MotorcyclePants.Motorcycle_Pants_01,Uncommon,Common,Common,VeryRare,VeryRare
Bathroom.Clothes.Legs.Pants.Construction_Pants_01,Uncommon,Common,Common,Uncommon,VeryRare
Bathroom.Clothes.Legs.Pants.Jeans_01_01,Uncommon,Common,Common,Uncommon,Uncommon
Bathroom.Clothes.Legs.Pants.Jeans_02_01_V2,Uncommon,Common,Common,Uncommon,Uncommon
Bathroom.Clothes.Legs.Pants.Pajama_Pants,Uncommon,Common,Common,Uncommon,Rare
Bathroom.Clothes.Legs.Pants.Working_pants_01_01,Uncommon,Common,Common,Uncommon,VeryRare
Bathroom.Clothes.Legs.ShortPants.Short_Trousers_01_01,Uncommon,Common,Common,Rare,VeryRare
Bathroom.Clothes.Legs.Shorts.Sexy_Jeans_Shorts_01,Uncommon,Common,Common,Uncommon,VeryRare
Bathroom.Clothes.Legs.Shorts.Shorts_Pants_01_01,Uncommon,Common,Common,Uncommon,Rare
Bathroom.Clothes.Legs.Skirts.Skirt_01_01,Uncommon,Common,Common,Rare,Rare
Bathroom.Clothes.Legs.SweatPants.Tracksuit_Pants_01_01,Uncommon,Common,Common,Uncommon,Rare
Bathroom.Clothes.Legs.Tights.Tights_01_01,Uncommon,Common,Common,Rare,VeryRare
Bathroom.Clothes.Legs.Underwear.Pantyhose_01,Uncommon,Common,Common,Uncommon,Rare
Bathroom.Clothes.Legs.Underwear.PenisWarmer_01,Uncommon,Common,Common,Uncommon,Rare
Bathroom.Clothes.Legs.Underwear.Underpants_01,Uncommon,Common,Common,Uncommon,Uncommon
Bathroom.Clothes.Legs.WorkPants.Working_pants_01_01,Uncommon,Common,Common,VeryRare,Rare
Bathroom.Clothes.Neck.Shemagh_Scarf_01,Uncommon,Common,Rare,VeryRare
Bathroom.Clothes.Torso.BikerJackets.Motorcycle_Jacket_01,Uncommon,Common,Uncommon,VeryRare,VeryRare
