Barn.json
Barn.Crafting.Bolts,Uncommon,Common,Abundant
Barn.Crafting.Brick,Uncommon,Common,Uncommon
Barn.Crafting.CementBag,Uncommon,Common,Rare
Barn.Crafting.CoalBag,Uncommon,Common,Uncommon
Barn.Crafting.Fabric.EmptyBag,Uncommon,Common,Uncommon,Rare
Barn.Crafting.Fabric.Rag_Stripes,Uncommon,Common,Uncommon,Uncommon
Barn.Crafting.Fabric.Rags,Uncommon,Common,Uncommon,Common
Barn.Crafting.GravelBag,Uncommon,Common,Rare
Barn.Crafting.Nails,Uncommon,Common,Abundant
Barn.Crafting.Scrap.Metal_Scrap_01,Uncommon,Common,Common,Common
Barn.Crafting.Stones.Stone,Uncommon,Common,Uncommon,Common
Barn.Crafting.Stones.Stone_Large,Uncommon,Common,Uncommon,Common
Barn.Crafting.Stones.Stone_Small,Uncommon,Common,Uncommon,Common
Barn.LightsFire.Candle_01,Uncommon,Common,Uncommon
Barn.LightsFire.Flint_And_Steel,Uncommon,Common,Rare
Barn.LightsFire.GasLantern,Uncommon,Common,VeryRare
Barn.LightsFire.Lighter,Uncommon,Common,Common
Barn.LightsFire.Matches,Uncommon,Common,Abundant
Barn.LightsFire.PortableWorkLight,Uncommon,Common,ExtremelyRare
Barn.Other.ammo.12Gauge.BigStash.12_Gauge_Birdshot,Uncommon,Rare,Rare,Uncommon,Rare,ExtremelyRare
Barn.Other.ammo.12Gauge.BigStash.12_Gauge_Buckshot,Uncommon,Rare,Rare,Uncommon,Rare,Rare
Barn.Other.ammo.12Gauge.BigStash.12_Gauge_Slug,Uncommon,Rare,Rare,Uncommon,Rare,VeryRare
Barn.Other.ammo.12Gauge.Boxed.12_Gauge_Birdshot_Ammobox,Uncommon,Rare,Rare,Uncommon,VeryRare,ExtremelyRare
Barn.Other.ammo.12Gauge.Boxed.12_Gauge_Buckshot_Ammobox,Uncommon,Rare,Rare,Uncommon,VeryRare,Rare
Barn.Other.ammo.12Gauge.Boxed.12_Gauge_Slug_Ammobox,Uncommon,Rare,Rare,Uncommon,VeryRare,VeryRare
Barn.Other.ammo.12Gauge.SmallStash.12_Gauge_Birdshot,Uncommon,Rare,Rare,Uncommon,Common,ExtremelyRare
Barn.Other.ammo.12Gauge.SmallStash.12_Gauge_Buckshot,Uncommon,Rare,Rare,Uncommon,Common,Rare
Barn.Other.ammo.12Gauge.SmallStash.12_Gauge_Slug,Uncommon,Rare,Rare,Uncommon,Common,VeryRare
Barn.Other.ammo.Arrows.Bolts.Ammo_Crossbow_Bolt_Carbon,Uncommon,Rare,Rare,Rare,Rare,VeryRare
Barn.Other.ammo.Arrows.Bolts.Ammo_Crossbow_Bolt_Metal,Uncommon,Rare,Rare,Rare,Rare,Rare
Barn.Other.ammo.Arrows.Broadheads.Carbon.BigStash.Carbon_BroadHead_Arrow,Uncommon,Rare,Rare,Rare,VeryRare,VeryRare,VeryRare,VeryRare
Barn.Other.ammo.Arrows.Broadheads.Carbon.SmallStash.Carbon_BroadHead_Arrow,Uncommon,Rare,Rare,Rare,VeryRare,VeryRare,Rare,Rare
Barn.Other.ammo.Arrows.Broadheads.Metal.BigStash.Metal_BroadHead_Arrow,Uncommon,Rare,Rare,Rare,VeryRare,VeryRare,VeryRare,VeryRare
Barn.Other.ammo.Arrows.Broadheads.Metal.SmallStash.Metal_BroadHead_Arrow,Uncommon,Rare,Rare,Rare,VeryRare,VeryRare,Rare,Rare
Barn.Other.ammo.Arrows.Fieldtips.Carbon.BigStash.Carbon_Arrow,Uncommon,Rare,Rare,Rare,Rare,Rare,VeryRare,VeryRare
Barn.Other.ammo.Arrows.Fieldtips.Carbon.SmallStash.Carbon_Arrow,Uncommon,Rare,Rare,Rare,Rare,Rare,Rare,Rare
Barn.Other.ammo.Arrows.Fieldtips.Metal.BigStash.Metal_Arrow,Uncommon,Rare,Rare,Rare,Rare,Rare,VeryRare,VeryRare
Barn.Other.ammo.Arrows.Fieldtips.Metal.SmallStash.Metal_Arrow,Uncommon,Rare,Rare,Rare,Rare,Rare,Rare,Rare
Barn.Other.ammo.Regular.BigStash.Cal_22,Uncommon,Rare,Rare,VeryRare,Uncommon,Common
Barn.Other.ammo.Regular.BigStash.Cal_30-06,Uncommon,Rare,Rare,VeryRare,Uncommon,Rare
Barn.Other.ammo.Regular.BigStash.Cal_7_62x39mm,Uncommon,Rare,Rare,VeryRare,Uncommon,Rare
Barn.Other.ammo.Regular.BigStash.Cal_7_62x54mmR,Uncommon,Rare,Rare,VeryRare,Uncommon,VeryRare
Barn.Other.ammo.Regular.BigStash.Cal_7_92x57mm,Uncommon,Rare,Rare,VeryRare,Uncommon,VeryRare
Barn.Other.ammo.Regular.Boxed.Cal_22_Ammobox,Uncommon,Rare,Rare,VeryRare,Rare,Common
Barn.Other.ammo.Regular.Boxed.Cal_30-06_Ammobox,Uncommon,Rare,Rare,VeryRare,Rare,Rare
Barn.Other.ammo.Regular.Boxed.Cal_7_62x39mm_Ammobox,Uncommon,Rare,Rare,VeryRare,Rare,Rare
Barn.Other.ammo.Regular.Boxed.Cal_7_62x54mmR_Ammobox,Uncommon,Rare,Rare,VeryRare,Rare,VeryRare
Barn.Other.ammo.Regular.Boxed.Cal_7_92x57mm_Ammobox,Uncommon,Rare,Rare,VeryRare,Rare,Rare
Barn.Other.ammo.Regular.SmallStash.Cal_22,Uncommon,Rare,Rare,VeryRare,Common,Common
Barn.Other.ammo.Regular.SmallStash.Cal_30-06,Uncommon,Rare,Rare,VeryRare,Common,Rare
Barn.Other.ammo.Regular.SmallStash.Cal_7_62x39mm,Uncommon,Rare,Rare,VeryRare,Common,Rare
Barn.Other.ammo.Regular.SmallStash.Cal_7_62x54mmR,Uncommon,Rare,Rare,VeryRare,Common,VeryRare
Barn.Other.ammo.Regular.SmallStash.Cal_7_92x57mm,Uncommon,Rare,Rare,VeryRare,Common,VeryRare
Barn.Other.Backpacks.Belt_Pistol_Holster,Uncommon,Rare,VeryRare,VeryRare
Barn.Other.Backpacks.Hiking.Camo.Military_Backpack_02_01,Uncommon,Rare,VeryRare,VeryRare,VeryRare,VeryRare
Barn.Other.Backpacks.Hiking.Camo.Military_Backpack_02_04,Uncommon,Rare,VeryRare,VeryRare,VeryRare,VeryRare
Barn.Other.Backpacks.Hiking.Camo.Military_Backpack_02_05,Uncommon,Rare,VeryRare,VeryRare,VeryRare,VeryRare
Barn.Other.Backpacks.Hiking.Other.Hiking_Backpack_01_01,Uncommon,Rare,VeryRare,VeryRare,Rare,Rare
Barn.Other.Backpacks.Hiking.Other.Hiking_Backpack_Tyrone,Uncommon,Rare,VeryRare,VeryRare,Rare,ExtremelyRare
Barn.Other.Backpacks.Knife_Sheath,Uncommon,Rare,VeryRare,VeryRare
Barn.Other.Backpacks.Plain.Backpack_02_01,Uncommon,Rare,VeryRare,Rare,Uncommon
Barn.Other.Backpacks.Plain.TC_Backpack,Uncommon,Rare,VeryRare,Rare,Rare
Barn.Other.Backpacks.School.Leather_Backpack_01,Uncommon,Rare,VeryRare,Uncommon,Uncommon
Barn.Other.Backpacks.School.School_Backpack_01,Uncommon,Rare,VeryRare,Uncommon,Uncommon
Barn.Other.Backpacks.WaistBags.Waist_Bag_Small_01,Uncommon,Rare,VeryRare,Rare,Rare
Barn.Other.Flares.FlareItem,Uncommon,Rare,Rare,Rare
Barn.Other.Money.Cash,Uncommon,Rare,ExtremelyRare,VeryRare
Barn.Other.Weapons.Bows.Compounds.Compound_Bow,Uncommon,Rare,ExtremelyRare,Common,ExtremelyRare,Rare
Barn.Other.Weapons.Bows.Recurves.Recurve_Bow,Uncommon,Rare,ExtremelyRare,Common,Rare,Common
Barn.Other.Weapons.Bows.Recurves.Recurve_Bow_50,Uncommon,Rare,ExtremelyRare,Common,Rare,Common
Barn.Other.Weapons.Bows.Recurves.Recurve_Bow_60,Uncommon,Rare,ExtremelyRare,Common,Rare,Uncommon
Barn.Other.Weapons.Bows.Recurves.Recurve_Bow_70,Uncommon,Rare,ExtremelyRare,Common,Rare,Uncommon
Barn.Other.Weapons.Bows.Recurves.Recurve_Bow_80,Uncommon,Rare,ExtremelyRare,Common,Rare,Rare
Barn.Other.Weapons.Bows.Recurves.Recurve_Bow_90,Uncommon,Rare,ExtremelyRare,Common,Rare,Rare
Barn.Other.Weapons.Bows.Recurves.Recurve_Bow_100,Uncommon,Rare,ExtremelyRare,Common,Rare,VeryRare
Barn.Other.Weapons.Bows.Weapon_BlackHawk_Crossbow,Uncommon,Rare,ExtremelyRare,Common,ExtremelyRare
Barn.Other.Weapons.Rifles.Weapon_98k_Karabiner,Uncommon,Rare,ExtremelyRare,Rare,ExtremelyRare
Barn.Other.Weapons.Rifles.Weapon_CarbonHunter,Uncommon,Rare,ExtremelyRare,Rare,Uncommon
Barn.Other.Weapons.Rifles.Weapon_Hunter85_V2,Uncommon,Rare,ExtremelyRare,Rare,Abundant
Barn.Other.Weapons.Rifles.Weapon_M1_Garand,Uncommon,Rare,ExtremelyRare,Rare,ExtremelyRare
Barn.Other.Weapons.Rifles.Weapon_MosinNagant,Uncommon,Rare,ExtremelyRare,Rare,ExtremelyRare
Barn.Other.Weapons.Shotguns.Weapon_DT11B,Uncommon,Rare,ExtremelyRare,VeryRare,Common
Barn.Other.Weapons.Shotguns.Weapon_DT11B_Sawed_Off,Uncommon,Rare,ExtremelyRare,VeryRare,Uncommon
Barn.Other.Weapons.Shotguns.Weapon_M1887,Uncommon,Rare,ExtremelyRare,VeryRare,Common
Barn.Other.Weapons.Shotguns.Weapon_M1887_Sawed_off,Uncommon,Rare,ExtremelyRare,VeryRare,Uncommon
Barn.Repair.Grinding_Stone_02,Uncommon,Rare,Uncommon
Barn.Repair.Tool_Box,Uncommon,Rare,VeryRare
Barn.Repair.Tool_Box_Small,Uncommon,Rare,Rare
Barn.tools.Hand.1H_Crowbar,Uncommon,Rare,VeryRare,Rare
Barn.tools.Hand.1H_Metal_Pipe,Uncommon,Rare,VeryRare,VeryRare
Barn.tools.Hand.1H_Wrench_Pipe,Uncommon,Rare,VeryRare,Uncommon
Barn.tools.Hand.CanOpener,Uncommon,Rare,VeryRare,Rare
Barn.tools.Hand.Hose,Uncommon,Rare,VeryRare,VeryRare
Barn.tools.Hand.Lockpick_Advanced_Item,Uncommon,Rare,VeryRare,Rare
Barn.tools.Hand.Lockpick_Item,Uncommon,Rare,VeryRare,Rare
Barn.tools.Hand.Saw,Uncommon,Rare,VeryRare,Rare
Barn.tools.Hand.Screwdriver,Uncommon,Rare,VeryRare,ExtremelyRare
Barn.tools.Hand.Screwdriver_Small,Uncommon,Rare,VeryRare,Uncommon
Barn.tools.Hand.Wire_Cutters_01,Uncommon,Rare,VeryRare,Rare
Barn.tools.Heavy.2H_Pickaxe,Uncommon,Rare,Uncommon,VeryRare
Barn.tools.Heavy.Axes.1H_Small_Axe,Uncommon,Rare,Uncommon,VeryRare,Rare
Barn.tools.Heavy.Axes.2H_Axe,Uncommon,Rare,Uncommon,VeryRare,VeryRare
Barn.tools.Heavy.Faceroll_Smasher,Uncommon,Rare,Uncommon,ExtremelyRare
Barn.tools.Heavy.Pitchforks.2H_Pitchfork,Uncommon,Rare,Uncommon,Uncommon,VeryRare
Barn.tools.Heavy.Pitchforks.2H_Pitchfork_Bent,Uncommon,Rare,Uncommon,Uncommon,Rare
Barn.tools.Heavy.Shovels.1H_Little_Spade,Uncommon,Rare,Uncommon,Uncommon,VeryRare
Barn.tools.Heavy.Shovels.2H_Shovel_01,Uncommon,Rare,Uncommon,Uncommon,Rare
Barn.tools.Heavy.Sledgehammer,Uncommon,Rare,Uncommon,VeryRare
Barn.WorkClothes.Feet.ConstructionBoots.Boots_06_01,Uncommon,Common,Uncommon,VeryRare,Rare
Barn.WorkClothes.Feet.HikingBoots.Hiking_Boots_01,Uncommon,Common,Uncommon,VeryRare,Rare
Barn.WorkClothes.Feet.RubberBoots.Boots_07_01,Uncommon,Common,Uncommon,Common,Rare
Barn.WorkClothes.Hands.ConstructionGloves.Construction_Gloves_01_01,Uncommon,Common,Rare,Rare,Rare
Barn.WorkClothes.Head.Beanies.Beenie_01,Uncommon,Common,Rare,Rare,Common
Barn.WorkClothes.Head.Beanies.RK_Beanie_01,Uncommon,Common,Rare,Rare,ExtremelyRare
Barn.WorkClothes.Head.Caps.Baseball_Cap_11,Uncommon,Common,Rare,Uncommon,VeryRare
Barn.WorkClothes.Head.Caps.Baseball_Cap_12,Uncommon,Common,Rare,Uncommon,VeryRare
Barn.WorkClothes.Head.Caps.Baseball_Cap_13,Uncommon,Common,Rare,Uncommon,VeryRare
Barn.WorkClothes.Head.Caps.Baseball_Cap_01,Uncommon,Common,Rare,Uncommon,Rare
Barn.WorkClothes.Head.EarProtection.EarMuffs.Construction_Earmuffs_01,Uncommon,Common,Rare,Rare,VeryRare,VeryRare
Barn.WorkClothes.Head.Goggles.Geek_Goggels,Uncommon,Common,Rare,Rare,Rare
Barn.WorkClothes.Head.Goggles.Safety_Goggles,Uncommon,Common,Rare,Rare,Rare
Barn.WorkClothes.Head.Hats.Boonie_Hat_01,Uncommon,Common,Rare,Rare,Rare
Barn.WorkClothes.Head.Hats.Slouch_Hat_01,Uncommon,Common,Rare,Rare,Uncommon
Barn.WorkClothes.Legs.ConstructionPants.Construction_Pants_01,Uncommon,Common,VeryRare,VeryRare,VeryRare
Barn.WorkClothes.Legs.ShortPants.Shorts_Pants_01_01,Uncommon,Common,VeryRare,Rare,Rare
