FireStation.json
FireStation.Clothes.Boots.Boots_06_01,Uncommon,Uncommon,Uncommon,Rare
FireStation.Clothes.Boots.Boots_07_01,Uncommon,Uncommon,Uncommon,Rare
FireStation.Clothes.Feet.Working_pants_01_01,Uncommon,Uncommon,Uncommon,Rare
FireStation.Clothes.Head.BP_HeadLamp,Uncommon,Uncommon,Uncommon,Rare
FireStation.Clothes.Head.Fireman_Helmet_01,Uncommon,Uncommon,Uncommon,Rare
FireStation.Clothes.Head.Working_Helmet_01,Uncommon,Uncommon,Uncommon,Rare
FireStation.Clothes.Torso.Work_Jacket_01,Uncommon,Uncommon,Uncommon,Rare
FireStation.FoodDrinks.Drinks.Can01,Uncommon,Uncommon,Uncommon,Rare
FireStation.FoodDrinks.Drinks.GlassBottle01,Uncommon,Uncommon,Uncommon,Rare
FireStation.FoodDrinks.Drinks.PETBottle01,Uncommon,Uncommon,Uncommon,VeryRare
FireStation.FoodDrinks.Drinks.Water_05l,Uncommon,Uncommon,Uncommon,Uncommon
FireStation.FoodDrinks.Food.Barberry,Uncommon,Uncommon,Uncommon,Uncommon
FireStation.FoodDrinks.Food.Blackberry,Uncommon,Uncommon,Uncommon,Uncommon
FireStation.FoodDrinks.Food.Blueberries,Uncommon,Uncommon,Uncommon,Uncommon
FireStation.FoodDrinks.Food.Chips,Uncommon,Uncommon,Uncommon,Rare
FireStation.FoodDrinks.Food.ChocolateCandy_01,Uncommon,Uncommon,Uncommon,Uncommon
FireStation.FoodDrinks.Food.ChocolateCandy_08,Uncommon,Uncommon,Uncommon,Rare
FireStation.FoodDrinks.Food.Currant,Uncommon,Uncommon,Uncommon,Rare
FireStation.FoodDrinks.Food.Grapes_Raw,Uncommon,Uncommon,Uncommon,Uncommon
FireStation.FoodDrinks.Food.Hazelnuts,Uncommon,Uncommon,Uncommon,Rare
FireStation.FoodDrinks.Food.Instant_OatMeal,Uncommon,Uncommon,Uncommon,ExtremelyRare
FireStation.FoodDrinks.Food.Mulberry,Uncommon,Uncommon,Uncommon,Uncommon
FireStation.FoodDrinks.Food.Oak_Nuts,Uncommon,Uncommon,Uncommon,Uncommon
FireStation.FoodDrinks.Food.Walnut,Uncommon,Uncommon,Uncommon,Rare
FireStation.FoodDrinks.Food.Wild_Strawberry,Uncommon,Uncommon,Uncommon,Uncommon
FireStation.tools.1H_Crowbar,Uncommon,Uncommon,VeryRare
FireStation.tools.1H_Wrench_Pipe,Uncommon,Uncommon,Rare
FireStation.tools.Hose,Uncommon,Uncommon,Rare
FireStation.tools.Watering_Can,Uncommon,Uncommon,Rare
